descricao;ano_inicial;ano_final;anos_distintos;preco_inicial;preco_final;variacao_nominal_pct;ipca_periodo_pct;variacao_real_pct;diagnostico
TECLADO;2016;2020;3;21.0;94.0;347.62;16.45;284.36;⚠️ Pressão de demanda — subiu acima do IPCA
PLACA ELETRONICA ENCODER ENCOSTO;2016;2025;7;58.34;347.3;495.3;55.04;283.95;⚠️ Pressão de demanda — subiu acima do IPCA
TERMO DE COMPROMISSO - CAPS III;2016;2022;5;1.73;8.98;419.08;35.58;282.21;⚠️ Pressão de demanda — subiu acima do IPCA
CONFECÇÃO DE ETIQUETAS ADESIVAS, PLASTICAS, NUMERADAS, TAM 5;2019;2022;4;0.24;1.1;358.33;21.69;280.0;⚠️ Pressão de demanda — subiu acima do IPCA
MESA REDONDA PARA BIBLIOTECA COM 04 CADEIRAS;2015;2023;4;328.0;1870.0;470.12;50.77;278.14;⚠️ Pressão de demanda — subiu acima do IPCA
"GELATINA;";2016;2019;3;0.8;3.35;318.75;11.41;277.33;⚠️ Pressão de demanda — subiu acima do IPCA
CARTÕES (DIA DO PROFESSOR, DIRETOR);2016;2022;5;0.27;1.35;400.0;35.58;276.0;⚠️ Pressão de demanda — subiu acima do IPCA
TRILHO SUPERIOR PARA PORTA DE VIDRO;2021;2024;3;131.55;572.82;335.43;16.03;275.28;⚠️ Pressão de demanda — subiu acima do IPCA
PAÇOQUINHA ROLHA;2018;2023;4;7.47;36.9;393.98;32.8;271.88;⚠️ Pressão de demanda — subiu acima do IPCA
BANHA DE PORCO;2016;2021;5;4.19;19.75;371.36;28.16;268.02;⚠️ Pressão de demanda — subiu acima do IPCA
MESA REUNIÃO OVAL 100% MDF 18MM;2019;2021;3;420.0;1770.5;321.55;15.03;266.46;⚠️ Pressão de demanda — subiu acima do IPCA
FILÉ DE PEIXE CONGELADO: PAPA-TERRA;2018;2024;3;9.85;50.17;409.34;39.22;265.67;⚠️ Pressão de demanda — subiu acima do IPCA
VÁLVULA GÁS GLP P45;2018;2021;3;28.06;122.82;337.7;19.99;264.72;⚠️ Pressão de demanda — subiu acima do IPCA
APONTADOR DE LÁPIS.;2015;2020;4;2.69;12.0;346.1;23.77;260.59;⚠️ Pressão de demanda — subiu acima do IPCA
ALMOFADA DE CARIMBO (Nº2);2015;2018;4;5.4;22.0;307.41;13.53;258.89;⚠️ Pressão de demanda — subiu acima do IPCA
ROLDANA PARA PORTA DE CORRER TODAS MÓVEIS -  MODELO 1122;2021;2024;3;24.25;100.96;316.38;16.03;258.82;⚠️ Pressão de demanda — subiu acima do IPCA
TE DE COBRE 22MM;2015;2021;6;4.93;24.09;388.64;36.22;258.62;⚠️ Pressão de demanda — subiu acima do IPCA
CATALISADOR RESINA;2018;2021;4;0.93;4.0;330.11;19.99;258.54;⚠️ Pressão de demanda — subiu acima do IPCA
CLARITROMICINA 500MG;2015;2018;4;0.77;3.14;308.26;13.53;258.44;⚠️ Pressão de demanda — subiu acima do IPCA
BOIA PVC 3/4 - CX DAGUA;2015;2021;6;4.29;20.89;386.95;36.22;257.58;⚠️ Pressão de demanda — subiu acima do IPCA
QUADRO DE VIDRO INCOLOR 4MM;2021;2024;3;178.03;736.35;313.62;16.03;256.47;⚠️ Pressão de demanda — subiu acima do IPCA
VALSARTANA 320MG CPR;2016;2019;3;0.55;2.19;298.55;11.41;255.77;⚠️ Pressão de demanda — subiu acima do IPCA
FARINHA DE AVEIA;2015;2025;4;5.56;32.35;481.83;64.79;253.06;⚠️ Pressão de demanda — subiu acima do IPCA
PEDAL COMANDO PROFI;2022;2024;3;86.07;332.0;285.73;9.68;251.67;⚠️ Pressão de demanda — subiu acima do IPCA
PLUGUE TOMADA TELEFONE C/ 1 ADAPTADOR JACK (MACHO);2015;2021;6;1.5;7.18;378.67;36.22;251.33;⚠️ Pressão de demanda — subiu acima do IPCA
RENAULT DUSTER (2016 A 2020) DYNAMIQUE AUT 1.6 16V FLEX 2018;2022;2024;3;23.17;89.0;284.12;9.68;250.19;⚠️ Pressão de demanda — subiu acima do IPCA
CONFECÇÃO DE FLEYRS FRENTE E VERSO EM 4X4 CORES, 15X21CM, PA;2020;2024;3;0.15;0.67;346.67;27.7;250.0;⚠️ Pressão de demanda — subiu acima do IPCA
FOLDER 297X21CM 3 DOBRAS- PAPEL COUCHE;2016;2023;3;0.06;0.31;425.42;41.85;250.0;⚠️ Pressão de demanda — subiu acima do IPCA
TUBO DE ALUMÍNIO 5X10CM;2021;2024;3;267.78;1084.4;304.96;16.03;249.0;⚠️ Pressão de demanda — subiu acima do IPCA
VW/CONSTELLATION 24.250 CABINE SIMPLES CUINS 6.0 250CV 6X2 2011;2022;2024;3;23.17;88.0;279.8;9.68;246.27;⚠️ Pressão de demanda — subiu acima do IPCA
PERFIL SUPERIOR PARA PORTA DE VIDRO DUAS MÓVEIS;2021;2024;3;196.16;787.19;301.3;16.03;245.85;⚠️ Pressão de demanda — subiu acima do IPCA
TINTA ACRÍLICA ACABAMENTO FOSCO NA COR:BRANCO NEVE CONTENDO;2015;2021;5;69.9;326.0;366.38;36.22;242.37;⚠️ Pressão de demanda — subiu acima do IPCA
PERFIL TRANSPASSE PARA VEDAÇÃO;2021;2024;3;42.6;169.11;296.99;16.03;242.15;⚠️ Pressão de demanda — subiu acima do IPCA
FOLDER 297X21CM 3 DOBRAS;2018;2023;4;0.06;0.25;320.17;32.8;240.0;⚠️ Pressão de demanda — subiu acima do IPCA
HÉLICE AR COND. 10/18000BTUS.;2015;2018;4;28.5;109.62;284.63;13.53;238.79;⚠️ Pressão de demanda — subiu acima do IPCA
PONTA DE ASPIRAÇÃO CAPILLARY TIPS (ROXA);2023;2025;3;15.0;55.39;269.27;9.3;237.79;⚠️ Pressão de demanda — subiu acima do IPCA
CINARIZINA 75MG CPR, EM BLISTER.;2019;2024;5;0.09;0.42;366.67;33.47;237.5;⚠️ Pressão de demanda — subiu acima do IPCA
AUTOCLAVE ESTERILIZAÇÃO A VAPOR;2018;2021;4;4192.44;16900.0;303.11;19.99;235.96;⚠️ Pressão de demanda — subiu acima do IPCA
CAMPO CIRÚRGICO FENESTRADO 50X50CM;2019;2025;4;11.0;51.1;364.55;39.16;233.8;⚠️ Pressão de demanda — subiu acima do IPCA
JOELHO HIDRAÚLICO PARA ESGOTO  50 X 45º;2015;2021;6;0.74;3.35;352.7;36.22;232.43;⚠️ Pressão de demanda — subiu acima do IPCA
BOIA PVC 1/2 - CX DAGUA;2015;2021;6;3.98;18.0;352.26;36.22;231.91;⚠️ Pressão de demanda — subiu acima do IPCA
ACCESS POINT;2016;2024;6;181.0;890.0;391.71;48.71;230.66;⚠️ Pressão de demanda — subiu acima do IPCA
FURADEIRA DE IMPACTO;2019;2023;3;226.0;948.13;319.53;27.32;229.5;⚠️ Pressão de demanda — subiu acima do IPCA
TRATOR AGRÍCOLA BUDNY 7540;2022;2024;3;10.7;38.62;260.98;9.68;229.35;⚠️ Pressão de demanda — subiu acima do IPCA
PASSAGENS RODOVIARIAS;2018;2024;5;22.0;100.0;354.55;39.22;226.47;⚠️ Pressão de demanda — subiu acima do IPCA
FOSFATO CALCIO TRIBASICO/COLECALCIFEROL 600/400MG;2016;2019;3;0.2;0.73;265.0;11.41;226.32;⚠️ Pressão de demanda — subiu acima do IPCA
ABRAÇADEIRA PCT COM 100 UNIDADES;2015;2021;7;7.9;35.0;343.32;36.22;225.4;⚠️ Pressão de demanda — subiu acima do IPCA
DISCO ABAFADOR KAVO;2022;2025;4;10.89;40.0;267.29;14.35;221.03;⚠️ Pressão de demanda — subiu acima do IPCA
CONFECÇÃO DE CONVITE TAM. 21X29,7 EM PAPEL COUCHE MATTE 210.;2019;2024;3;0.24;1.01;320.83;33.47;220.0;⚠️ Pressão de demanda — subiu acima do IPCA
MÁSCARA FACIAL DESCARTÁVEL;2018;2020;3;5.3;18.49;248.87;9.02;219.91;⚠️ Pressão de demanda — subiu acima do IPCA
TINTA ACRÍLICA FOSCA PADRÃO CBMSC AMARELA 18 L;2018;2021;3;170.0;650.0;282.35;19.99;218.67;⚠️ Pressão de demanda — subiu acima do IPCA
TINTA ACRÍLICA FOSCA PADRÃO CBMSC VERMELHA 18 L;2018;2021;3;170.0;650.0;282.35;19.99;218.67;⚠️ Pressão de demanda — subiu acima do IPCA
JOELHO 90 GRAUS SOLDAVEL 32MM;2017;2021;3;0.65;2.55;292.31;24.48;216.95;⚠️ Pressão de demanda — subiu acima do IPCA
JACK RJ 45 KEYSTONE;2015;2021;7;3.9;16.8;330.77;36.22;216.15;⚠️ Pressão de demanda — subiu acima do IPCA
CONE GUTA PERCHA MICROTIPPED F 28MM;2020;2025;3;18.0;75.73;320.72;33.14;216.09;⚠️ Pressão de demanda — subiu acima do IPCA
PONTA DE ULTRASSON R1 - (ROSCA EXTERNA);2020;2024;3;60.0;241.5;302.5;27.7;215.16;⚠️ Pressão de demanda — subiu acima do IPCA
ESCOVA DE VEDAÇÃO;2021;2024;3;38.97;141.56;263.28;16.03;213.04;⚠️ Pressão de demanda — subiu acima do IPCA
LIGAÇÃO FLEXIVEL 30 CM ( PVC);2015;2018;4;0.95;3.38;255.26;13.53;212.63;⚠️ Pressão de demanda — subiu acima do IPCA
MARCOPOLO/VOLARE V6L MO 2015;2018;2024;6;20.0;87.0;335.0;39.22;212.37;⚠️ Pressão de demanda — subiu acima do IPCA
ROLO COMPACTADOR LIU GONG;2022;2024;3;11.35;38.88;242.51;9.68;212.12;⚠️ Pressão de demanda — subiu acima do IPCA
MANGUEIRA PRETA 1 X 2,0MM;2015;2021;6;0.58;2.46;324.14;36.22;212.07;⚠️ Pressão de demanda — subiu acima do IPCA
EXTRATO DE TOMATE;2015;2024;9;2.25;11.05;390.73;58.06;210.21;⚠️ Pressão de demanda — subiu acima do IPCA
PÁ DE CORTE (CORTADEIRA) COM CABO DE MADEIRA;2015;2018;4;7.99;28.11;251.81;13.53;209.89;⚠️ Pressão de demanda — subiu acima do IPCA
PLACA ELETRONICA CENTRAL CEDEIRA AQIA KAVO;2021;2024;4;436.95;1568.0;258.85;16.03;209.27;⚠️ Pressão de demanda — subiu acima do IPCA
ESPUMA DE VEDAÇÃO AR COND.;2015;2021;3;2.26;9.45;318.14;36.22;207.08;⚠️ Pressão de demanda — subiu acima do IPCA
TUBO CX DESCARGA (LONGO);2015;2021;6;4.4;18.4;318.18;36.22;207.05;⚠️ Pressão de demanda — subiu acima do IPCA
VÁLVULA PIA COZINHA PVC CR. 4.1/2 TIPO AMERICANA;2015;2021;6;8.79;36.7;317.52;36.22;206.48;⚠️ Pressão de demanda — subiu acima do IPCA
MOSTARDA;2018;2021;3;3.0;11.0;266.67;19.99;206.06;⚠️ Pressão de demanda — subiu acima do IPCA
DOBRADIÇA PARA MOLA DE PORTA DE VIDRO - MODELO 1103;2021;2024;3;56.95;202.22;255.07;16.03;206.0;⚠️ Pressão de demanda — subiu acima do IPCA
CHAVE CONTACTORA CWM 10.;2015;2017;3;47.5;158.59;233.87;9.43;205.09;⚠️ Pressão de demanda — subiu acima do IPCA
TAMPA RESERVATÓRIO DE PO (PROFI NEO/CLASS);2021;2025;5;18.87;69.5;268.31;20.97;204.48;⚠️ Pressão de demanda — subiu acima do IPCA
BOBINA DE SACO PLÁSTICO TRANSPARENTE;2019;2024;5;3.2;12.99;305.94;33.47;204.44;⚠️ Pressão de demanda — subiu acima do IPCA
LUVA SOLDAVEL 25MM;2015;2021;6;0.24;1.0;316.67;36.22;204.17;⚠️ Pressão de demanda — subiu acima do IPCA
FELTRO P/ MICRO MOTOR KAVO*;2022;2024;3;10.9;36.3;233.03;9.68;203.84;⚠️ Pressão de demanda — subiu acima do IPCA
VITAMINAS DO COMPLEXO B INJETÁVEL (B5 6MG, B3 40MG, B6 4MG,;2019;2023;4;0.73;2.83;287.66;27.32;203.23;⚠️ Pressão de demanda — subiu acima do IPCA
MEIA-CANA PINUS TAMANHO PÁDRÃO;2015;2021;6;0.97;4.0;312.37;36.22;203.09;⚠️ Pressão de demanda — subiu acima do IPCA
FORD FIESTA SEDAN (2008 A 2010) 1.6 1.6 8V FLEX 2010;2022;2024;3;23.17;77.0;232.33;9.68;202.99;⚠️ Pressão de demanda — subiu acima do IPCA
PÁ CARREGADEIRA MICHIGAN 55C;2022;2024;3;11.4;37.88;232.24;9.68;202.94;⚠️ Pressão de demanda — subiu acima do IPCA
VIDRO MARTELADO;2021;2024;3;82.59;290.3;251.49;16.03;202.92;⚠️ Pressão de demanda — subiu acima do IPCA
MAMÃO COMUM;2018;2024;4;2.49;10.45;319.68;39.22;201.83;⚠️ Pressão de demanda — subiu acima do IPCA
BRÓCOLIS;2015;2025;11;2.34;11.64;396.27;64.79;201.28;⚠️ Pressão de demanda — subiu acima do IPCA
REJUNTE PARA CERAMICA;2015;2021;6;0.99;4.06;310.1;36.22;201.01;⚠️ Pressão de demanda — subiu acima do IPCA
TRILHO INFERIOR PARA VIDROS;2021;2024;3;83.18;290.24;248.91;16.03;200.69;⚠️ Pressão de demanda — subiu acima do IPCA
TINTA ACRÍLICA ACABAMENTO FOSCO NA COR:BRANCO GELO CONTENDO;2015;2021;6;79.95;326.8;308.76;36.22;200.08;⚠️ Pressão de demanda — subiu acima do IPCA
JOELHO HIDRAÚLICO PARA ESGOTO  40 X 90º;2015;2021;6;0.5;2.05;310.0;36.22;200.0;⚠️ Pressão de demanda — subiu acima do IPCA
NIFEDIPINO 10MG CPR, EM BLISTER.;2019;2024;4;0.03;0.09;234.55;33.47;200.0;⚠️ Pressão de demanda — subiu acima do IPCA
LEVONORGESTREL + ETINILESTRADIOL 0,15MG+0,03MG CPR;2016;2019;3;0.03;0.07;187.31;11.41;200.0;⚠️ Pressão de demanda — subiu acima do IPCA
CANETA PERMANENTE;2018;2021;4;1.18;4.25;260.17;19.99;200.0;⚠️ Pressão de demanda — subiu acima do IPCA
METILDOPA 500 MG;2016;2019;4;0.2;0.68;240.0;11.41;200.0;⚠️ Pressão de demanda — subiu acima do IPCA
LUVA LÁTEX NÃO ESTÉRIL P/ PROCEDIMENTO - TAMANHO  P.;2018;2020;3;16.19;52.86;226.5;9.02;199.51;⚠️ Pressão de demanda — subiu acima do IPCA
DOBRADIÇA FERRO ZINCADO 2.1/2 SEM PARAFUSOS.;2015;2021;6;0.79;3.22;307.59;36.22;198.73;⚠️ Pressão de demanda — subiu acima do IPCA
LEITE DE COCO TRADICIONAL;2018;2024;6;5.44;22.6;315.44;39.22;198.54;⚠️ Pressão de demanda — subiu acima do IPCA
QUADRO BRANCO 1MT X 0,70 MT;2016;2018;3;32.62;104.0;218.82;6.81;198.5;⚠️ Pressão de demanda — subiu acima do IPCA
MÁSCARA DE PROTEÇÃO RESPIRATÓRIA (RESPIRADOR PARTICULADO - N;2021;2024;4;1.75;6.03;244.57;16.03;198.44;⚠️ Pressão de demanda — subiu acima do IPCA
SERVIÇOS DE BALANCEAMENTO, ALINHAMENTO, CAMBAGEM E MONTAGEM;2020;2024;3;50.0;190.0;280.0;27.7;197.55;⚠️ Pressão de demanda — subiu acima do IPCA
ROLO COMPACTADOR HAMM;2022;2024;3;11.64;37.88;225.39;9.68;196.57;⚠️ Pressão de demanda — subiu acima do IPCA
EIXO;2017;2019;3;120.43;385.0;219.69;8.22;195.42;⚠️ Pressão de demanda — subiu acima do IPCA
CANDESARTANA 8MG CPR;2016;2019;3;0.55;1.81;229.64;11.41;194.23;⚠️ Pressão de demanda — subiu acima do IPCA
BALANCEAMENTO.;2015;2021;5;5.0;20.0;300.0;36.22;193.6;⚠️ Pressão de demanda — subiu acima do IPCA
OVOS CLASSE A;2015;2021;7;3.89;15.49;298.2;36.22;192.29;⚠️ Pressão de demanda — subiu acima do IPCA
PIRULITO;2018;2023;5;3.7;14.35;287.84;32.8;192.02;⚠️ Pressão de demanda — subiu acima do IPCA
MERCEDES-BENZ SPRINTER FURGÃO (2020 A 2022) 416 CDI - EXTRA LONGO TETO ALTO OM-651 CDI 2020;2022;2024;3;23.17;74.0;219.38;9.68;191.17;⚠️ Pressão de demanda — subiu acima do IPCA
GUARDANAPO DE MESA EM PAPEL;2016;2023;4;24.7;101.9;312.55;41.85;190.83;⚠️ Pressão de demanda — subiu acima do IPCA
ATILHO;2018;2021;4;1.47;5.1;246.94;19.99;189.92;⚠️ Pressão de demanda — subiu acima do IPCA
VIDRO INCOLOR 3 MM;2021;2024;3;62.05;208.26;235.64;16.03;189.26;⚠️ Pressão de demanda — subiu acima do IPCA
CADEIRA GIRATÓRIA SECRETÁRIA;2020;2022;3;199.0;670.0;236.68;16.43;189.17;⚠️ Pressão de demanda — subiu acima do IPCA
CALDO DE GALINHA;2015;2021;5;1.04;4.09;293.27;36.22;188.46;⚠️ Pressão de demanda — subiu acima do IPCA
FIAT UNO MILLE (04 - 13) FIRE ECONOMY 4P 1.0MPI FIRE ECONOMY;2017;2021;4;12.0;43.1;259.17;24.48;188.42;⚠️ Pressão de demanda — subiu acima do IPCA
PATCH CORD 1,5M CAT 5E;2015;2021;7;3.57;14.0;292.16;36.22;187.96;⚠️ Pressão de demanda — subiu acima do IPCA
BENZOATO DE BENZILA  25% 100 ML;2016;2019;4;0.97;3.1;219.59;11.41;187.91;⚠️ Pressão de demanda — subiu acima do IPCA
DUREX FITA ADESIVA COLORIDA;2021;2024;3;0.45;1.5;233.33;16.03;187.88;⚠️ Pressão de demanda — subiu acima do IPCA
FACA DE MESA DE INOX;2018;2025;4;1.95;8.15;317.95;45.15;187.79;⚠️ Pressão de demanda — subiu acima do IPCA
FIAT PALIO WEEKEND FASE 4 ADVENTURE 1.8 16V FLEX 2018;2018;2024;6;20.0;80.0;300.0;39.22;187.23;⚠️ Pressão de demanda — subiu acima do IPCA
FACA PARA COZINHA 7;2016;2025;4;11.71;52.0;344.06;55.04;186.39;⚠️ Pressão de demanda — subiu acima do IPCA
CHAVE CONTACTORA CWM 09.;2015;2017;3;47.5;148.68;213.01;9.43;186.04;⚠️ Pressão de demanda — subiu acima do IPCA
CADEIRA GIRATORIA;2015;2022;3;150.0;617.0;311.33;44.11;185.43;⚠️ Pressão de demanda — subiu acima do IPCA
MILHO CANJICA;2015;2024;9;1.28;5.76;350.0;58.06;184.38;⚠️ Pressão de demanda — subiu acima do IPCA
PROLONGADOR ESTRUTURAL PARA VIDROS  MODELO 1932;2021;2024;3;15.46;50.98;229.82;16.03;184.14;⚠️ Pressão de demanda — subiu acima do IPCA
NORTRIPTILINA 75MG CPR;2016;2019;3;0.13;0.4;207.69;11.41;183.33;⚠️ Pressão de demanda — subiu acima do IPCA
BOLA DE BORRACHA Nº 08;2018;2025;4;7.8;32.0;310.26;45.15;182.68;⚠️ Pressão de demanda — subiu acima do IPCA
BRINZOLAMIDA 1% 5ML SOL OFTALMICA;2016;2019;3;20.0;63.0;215.0;11.41;182.68;⚠️ Pressão de demanda — subiu acima do IPCA
NIPEL ROSCAVEL 1/2;2019;2021;3;0.33;1.08;227.27;15.03;182.14;⚠️ Pressão de demanda — subiu acima do IPCA
FITA CREPE 19MM X 50MT;2015;2021;6;1.9;7.3;284.21;36.22;182.11;⚠️ Pressão de demanda — subiu acima do IPCA
ANEL DE VEDAÇÃO DE SILICONE DESTILADORA GNATUS;2022;2025;4;93.0;299.0;221.49;14.35;181.13;⚠️ Pressão de demanda — subiu acima do IPCA
CRUZETA DE CONCRETO 2,40 MTS;2018;2023;5;93.62;349.0;272.78;32.8;180.72;⚠️ Pressão de demanda — subiu acima do IPCA
CETOCONAZOL 20MG/G CREME;2016;2020;4;1.29;4.2;225.58;16.45;180.17;⚠️ Pressão de demanda — subiu acima do IPCA
LUVA SOLDÁVEL 32MM;2015;2021;6;0.6;2.27;278.33;36.22;177.5;⚠️ Pressão de demanda — subiu acima do IPCA
VOLKSWAGEN GOL G7 TRENDLINE 4P 1.0 12V FLEX 2018;2018;2024;6;20.0;77.0;285.0;39.22;176.5;⚠️ Pressão de demanda — subiu acima do IPCA
CHEVROLET S10 NOVA LT CD 2.8 TURBO DIESEL 4X2 AUT 2013;2018;2024;6;20.0;77.0;285.0;39.22;176.5;⚠️ Pressão de demanda — subiu acima do IPCA
FERRO CONSTRUÇÃO 1/4       12M;2015;2021;6;10.75;40.48;276.6;36.22;176.47;⚠️ Pressão de demanda — subiu acima do IPCA
MANGUEIRA REFORÇADA PARA GÁS GLP P45 COM ROSCA EXTERNA;2018;2021;3;23.6;78.29;231.74;19.99;176.43;⚠️ Pressão de demanda — subiu acima do IPCA
MANGUEIRA REFORÇADA PARA GÁS GLP P45 COM ROSCA INTERNA;2018;2021;3;23.61;78.29;231.6;19.99;176.3;⚠️ Pressão de demanda — subiu acima do IPCA
CENOURA SEM FOLHAS;2015;2024;5;1.75;7.62;335.43;58.06;175.43;⚠️ Pressão de demanda — subiu acima do IPCA
ACABAMENTO REGISTRO C50  1/2 X 1;2015;2021;6;8.99;33.7;274.86;36.22;175.19;⚠️ Pressão de demanda — subiu acima do IPCA
VALVULA DE COMANDO;2022;2024;3;167.21;504.6;201.78;9.68;175.14;⚠️ Pressão de demanda — subiu acima do IPCA
DIGOXINA 0,25MG CPR, EM BLISTER.;2019;2024;5;0.05;0.17;218.3;33.47;175.0;⚠️ Pressão de demanda — subiu acima do IPCA
CORRETIVO EM FITA;2015;2018;3;2.49;7.75;211.24;13.53;174.3;⚠️ Pressão de demanda — subiu acima do IPCA
BANNER  0,50 CM X 1,00 M;2021;2023;3;14.5;44.0;203.45;10.68;174.25;⚠️ Pressão de demanda — subiu acima do IPCA
CONE GUTA PERCHA MICROTIPPED FM 28MM;2020;2025;3;18.0;65.63;264.61;33.14;173.93;⚠️ Pressão de demanda — subiu acima do IPCA
FITA SINALIZAÇÃO ZEBRADA 7CM X 200M;2015;2021;6;3.89;14.45;271.47;36.22;172.75;⚠️ Pressão de demanda — subiu acima do IPCA
FOTOPOLIMERIZADOR SEM FIO;2019;2025;4;460.0;1744.92;279.33;39.16;172.59;⚠️ Pressão de demanda — subiu acima do IPCA
PENTE;2015;2023;5;1.0;4.1;310.0;50.77;172.0;⚠️ Pressão de demanda — subiu acima do IPCA
PREGO COM CABEÇA 25X72;2018;2022;5;9.3;32.0;244.09;26.94;171.18;⚠️ Pressão de demanda — subiu acima do IPCA
BANNER 1,20 CM X 1,30 M;2021;2023;3;40.0;120.0;200.0;10.68;171.08;⚠️ Pressão de demanda — subiu acima do IPCA
RENAULT LOGAN EXPRESSION 1.6 8V FLEX 2013;2018;2024;6;20.0;75.0;275.0;39.22;169.3;⚠️ Pressão de demanda — subiu acima do IPCA
VÁLVULA LAVATÓRIO (PVC CR.);2015;2021;6;2.89;10.6;266.78;36.22;169.2;⚠️ Pressão de demanda — subiu acima do IPCA
MANGUEIRA JARDIM 30M 1/2 (BORRACHA);2015;2021;6;35.0;128.3;266.57;36.22;169.11;⚠️ Pressão de demanda — subiu acima do IPCA
ACUCAR CRISTAL;2018;2022;4;2.08;7.09;240.87;26.94;168.85;⚠️ Pressão de demanda — subiu acima do IPCA
TRILHO INFERIOR PARA PORTA DE VIDRO DUAS MÓVEIS;2021;2024;3;156.33;487.21;211.66;16.03;168.6;⚠️ Pressão de demanda — subiu acima do IPCA
CAPA DE TRANSFERÊNCIA.;2016;2023;4;0.52;1.97;278.85;41.85;167.35;⚠️ Pressão de demanda — subiu acima do IPCA
FARINHA DE MILHO;2015;2024;8;1.32;5.57;323.23;58.06;167.34;⚠️ Pressão de demanda — subiu acima do IPCA
TERMO DE SOLICITAÇÃO E INFORMAÇÃO 2 VIAS AUTOCOPIATIVO;2016;2023;6;3.43;12.99;278.72;41.85;166.87;⚠️ Pressão de demanda — subiu acima do IPCA
GELATINA EM PÓ;2015;2021;6;0.69;2.5;262.32;36.22;166.67;⚠️ Pressão de demanda — subiu acima do IPCA
CABO FLEXIVEL, BITOLA 1,5 MM2 ISOLAMENTO 750 V;2017;2021;5;0.46;1.53;232.61;24.48;166.67;⚠️ Pressão de demanda — subiu acima do IPCA
ELETROCALHA PERFILADO BARRA 38X38X6M;2015;2021;6;52.9;191.9;262.76;36.22;166.31;⚠️ Pressão de demanda — subiu acima do IPCA
JOELHO LR AZUL C/ BUCHA METAL 25 X 1/2;2015;2021;6;1.65;5.98;262.12;36.22;165.76;⚠️ Pressão de demanda — subiu acima do IPCA
CABO HDMI 3MT;2016;2025;3;13.0;53.55;311.92;55.04;165.74;⚠️ Pressão de demanda — subiu acima do IPCA
FIAT STRADA FASE 4 WORKING CD 3P 1.4 8V FLEX 2015;2018;2024;6;20.0;74.0;270.0;39.22;165.72;⚠️ Pressão de demanda — subiu acima do IPCA
CAMISETA;2015;2025;9;11.88;52.0;337.59;64.79;165.58;⚠️ Pressão de demanda — subiu acima do IPCA
HÉLICE AR COND. 7000BTUS.;2015;2018;4;14.25;42.6;198.95;13.53;163.3;⚠️ Pressão de demanda — subiu acima do IPCA
CAMISETA GOLA POLO;2018;2025;4;20.73;78.9;280.61;45.15;162.21;⚠️ Pressão de demanda — subiu acima do IPCA
CANDESARTANA 16MG CPR;2016;2019;3;0.62;1.8;190.97;11.41;162.07;⚠️ Pressão de demanda — subiu acima do IPCA
LIMPA PNEUS COM SILICONE;2016;2021;5;12.0;40.25;235.42;28.16;161.74;⚠️ Pressão de demanda — subiu acima do IPCA
CONTRATAÇÃO DE SERVIÇO DE PALESTRA;2023;2025;3;9800.0;28000.0;185.71;9.3;161.41;⚠️ Pressão de demanda — subiu acima do IPCA
PLOTAGEM COLORIDA;2015;2022;6;8.4;31.56;275.71;44.11;160.71;⚠️ Pressão de demanda — subiu acima do IPCA
CURETA GRACEY 5-6 - EM AÇO INOX;2015;2024;7;5.86;24.11;311.43;58.06;160.24;⚠️ Pressão de demanda — subiu acima do IPCA
CURETA GRACEY 7-8 - EM AÇO INOX;2015;2024;7;5.86;24.11;311.43;58.06;160.24;⚠️ Pressão de demanda — subiu acima do IPCA
ACALCADOR DE BANDA C PONTA QUADRADA;2023;2025;3;12.28;34.9;184.2;9.3;160.2;⚠️ Pressão de demanda — subiu acima do IPCA
PARAFUSO PARA BUCHA 6;2015;2021;7;0.1;0.35;250.0;36.22;160.0;⚠️ Pressão de demanda — subiu acima do IPCA
PANFLETO 15X21CM PAPEL COUCHE COLORIDO 4X4 BRILHO FRENTE E V;2016;2020;4;0.05;0.16;220.0;16.45;160.0;⚠️ Pressão de demanda — subiu acima do IPCA
MILHO EM CONSERVA;2015;2022;3;4.8;17.95;273.96;44.11;159.58;⚠️ Pressão de demanda — subiu acima do IPCA
ENXADA EM AÇO CARBONO;2015;2021;6;8.4;29.7;253.57;36.22;159.52;⚠️ Pressão de demanda — subiu acima do IPCA
JOELHO HIDRAÚLICO PARA ESGOTO  100X 90º;2015;2021;6;2.0;7.05;252.5;36.22;159.0;⚠️ Pressão de demanda — subiu acima do IPCA
VOLKSWAGEN SPACEFOX G3 COMFORTLINE 1.6 8V FLEX 2017;2018;2024;6;20.0;72.0;260.0;39.22;158.51;⚠️ Pressão de demanda — subiu acima do IPCA
DOXICICLINA 100MG CPR, EM BLISTER.;2019;2024;5;0.14;0.48;252.48;33.47;158.33;⚠️ Pressão de demanda — subiu acima do IPCA
CABO FLEXIVEL, BITOLA 6 MM2 ISOLAMENTO 750 V;2017;2021;5;1.73;5.55;220.81;24.48;157.59;⚠️ Pressão de demanda — subiu acima do IPCA
ANEL INTEGRAL DO PISTÃO S45/S55;2020;2024;3;98.58;323.0;227.65;27.7;156.56;⚠️ Pressão de demanda — subiu acima do IPCA
CONFECÇÃO DE CARTAZES, TAM. A3 EM PAPEL COUCHE 115GR.;2020;2022;3;0.28;0.85;203.57;16.43;156.52;⚠️ Pressão de demanda — subiu acima do IPCA
